x, ,y, ,z, ,F, ,T
362769.2229256957,5108277.4514922965,185.8350997485017,1859.0,directionright(mandatory
362778.97668075527,5108292.782172654,188.50080391516838,1851.875,giveway(warning
362778.95968089765,5108292.793936604,188.29639534213698,1853.5,roundabout(mandatory
362779.0204256956,5108292.711992295,188.5320997485017,1855.5,giveway(warning
362779.0427381956,5108292.669429796,188.3979122485017,1856.0,roundabout(mandatory
362781.9986399814,5108287.635099439,188.66463546278743,1851.0,giveway(warning
362782.0096500238,5108287.648082926,188.5270310485822,1850.4444444444443,giveway(warning
362782.0331131957,5108287.674471463,188.0664539151684,1855.0,pedalcycles(mandatory
362782.0227868068,5108287.691007447,188.02750202122897,1853.5,roundabout(mandatory
362788.04386963684,5108292.623966354,186.55981034440424,1848.3,directionright(mandatory
362841.4486945976,5108467.510968646,189.31091451362343,1757.0,giveway(warning
362843.351811139,5108462.607517518,189.35391075422496,1754.0,giveway(warning
362852.7799242491,5107743.783605,183.80932848185336,244.0,deadend(indication
362853.34083659895,5107614.3233619,182.9629635874652,516.0,noentry(mandatory
362854.13403659896,5107613.245761899,182.9327635874652,518.0,noentry(mandatory
362861.1256224588,5107815.16159541,183.9277460010349,199.0,speedlimit40(mandatory
362866.1692794561,5107613.749454757,182.9927850160366,521.0,noentry(mandatory
362876.7592873926,5107617.697657138,183.33533660333822,527.5,stop(mandatory
362878.7496865989,5107615.1476619,183.3832635874652,529.0,stop(mandatory
362885.5191365989,5107603.1935619,182.7929635874652,540.0,giveway(warning
362887.0035438809,5108481.381869003,187.22347811928557,1730.5,directionright(mandatory
362905.6479733223,5107482.239485167,182.4668971713595,599.0,stop(mandatory
362909.7799105476,5108485.818285669,189.35536145261892,1722.5,giveway(warning
362910.16582191124,5108502.085789457,189.25659611170985,1719.0,giveway(warning
362912.7180772142,5108503.4173690025,189.3463614526189,1714.0,giveway(warning
362917.16842721426,5108507.109519003,189.97869478595229,1715.1666666666667,zebracrossing(indication
362921.87092708197,5108499.536081305,187.55103473304223,1712.5,directionright(mandatory
362921.99424388097,5108499.532119003,187.41036145261896,1716.0,trafficpriority(indication
362922.0939938809,5108499.516369004,187.49736145261892,1715.0,directionright(mandatory
362937.7864241893,5107452.37494468,179.5768555708105,611.0,zebracrossing(warning
362945.8438486293,5107478.204659085,180.6457060563995,619.0,directionright(mandatory
362945.83510817203,5107478.290786672,180.5011239690789,615.5,noentry(mandatory
362950.276168282,5107473.445235911,181.72050685598367,620.5,zebracrossing(indication
362995.2112608372,5107481.43177796,182.61555104221696,646.5,giveway(warning
362995.20007577224,5107481.564089647,181.79076208117806,646.5,roundabout(warning
362995.2043095385,5107481.556281205,181.7754601331261,646.0,sleepingpoliceman(warning
363003.734729188,5108564.113874958,190.794594148284,1658.5,giveway(warning
363014.13747918804,5108559.252999958,190.45084414828398,1653.5,zebracrossing(indication
363048.4091526079,5108543.646196507,188.2245651982682,1628.0,zebracrossing(warning
363049.6419859412,5108546.024446506,189.1679818649349,1636.0,zebracrossing(warning
363060.59838009847,5108520.1067359485,187.92180643155976,1619.0,giveway(warning
363065.4566277202,5107489.581159993,182.28094498161093,682.0,pedalcycles(mandatory
363071.12553837325,5107493.677895839,182.49464302082663,683.0,zebracrossing(indication
363077.90665566147,5107500.329289569,181.07251230187237,685.0,directionright(mandatory
363077.8397527202,5107500.627819716,181.01252137049983,684.0,noentry(mandatory
363086.1284277203,5107504.01682666,180.49967831494425,684.0,noentry(mandatory
363088.5614740003,5107499.8452711655,182.39331627180223,687.0,giveway(warning
363088.5644848631,5107499.899612375,182.11356402923,693.0,parkingplace(indicaftion
363088.5652610536,5107499.887759994,182.11647831494423,691.5,roundabout(mandatory
363089.73500739055,5107493.757592012,182.82108594469167,690.5,giveway(warning
363089.72985549807,5107493.9328933265,182.2604616482776,694.5,roundabout(mandatory
363103.9444610535,5107501.413159995,180.53361164827763,696.0,directionright(mandatory
363110.648577125,5107482.623258209,181.05863248161097,705.0,directionleft-right(mandatory
363137.3981277202,5107521.123326661,180.80877831494428,724.0,directionleft-right(mandatory
363140.7401277202,5107512.669826661,182.64494498161096,723.0,turn(indication
363140.7765652202,5107512.661951661,183.0217158149443,723.0,zebracrossing(indication
363144.2932836582,5108465.336111737,188.72704401006476,1566.0,noentry(mandatory
363165.3976667751,5108462.809275157,188.29001911828985,1553.25,zebracrossing(indication
363175.7950619158,5107537.958649894,181.38381367652656,746.5,stop(mandatory
363234.4771698836,5108456.64462922,186.83394410621537,1521.0,speedlimit30(mandatory
363426.1424933138,5107660.758487337,179.95501817333965,885.0,zebracrossing(indication
363440.2286554597,5108421.903544767,187.48634818495594,1409.25,zebracrossing(indication
363445.77613681345,5108429.424431575,187.31997813228372,1411.0,zebracrossing(indication
363466.16473354027,5107679.259569308,177.98877693335814,903.0,directionleft-right(mandatory
363498.0038071658,5108421.728675545,187.08343405561175,1387.0,noentry(mandatory
363511.472494287,5108416.604739939,187.19202307076327,1380.0,directionstraight(mandatory
363514.17595261533,5107769.480468724,180.37720574831627,964.9,nowaiting(mandatory
363591.101066835,5108222.373651248,181.3336258723841,1237.0,nowaiting(mandatory
363597.2454761305,5108363.653938735,184.0651849113167,1328.0,directionleft-right(mandatory
363597.7741231894,5108362.993244618,184.00621432308145,1329.0,directionright(mandatory
363599.6125167436,5108071.472619324,181.73620150684621,1159.0,zebracrossing(indication
363609.11598146777,5107991.654275722,181.06542712102737,1121.5,noentry(mandatory
363609.60532158,5107987.944515553,180.35666461518352,1120.0,nowaiting(mandatory
